12:13:37.493 -> 04:13:40,IK,0,-31.977428,115.816299,250000,5,915000000,7,10,-69,-130,10.25,0.000000,0.000000
12:13:39.045 -> 04:13:42,IK,1,-31.977440,115.816292,250000,5,915000000,7,12,-68,-99,10.00,0.000000,0.000000
12:13:40.539 -> 04:13:43,IK,2,-31.977438,115.816292,250000,5,915000000,7,12,-65,-131,10.50,0.000000,0.000000
12:13:42.076 -> 04:13:44,IK,3,-31.977442,115.816292,250000,5,915000000,7,12,-69,-130,10.50,0.000000,0.000000
12:13:43.635 -> 04:13:46,IK,4,-31.977449,115.816292,250000,5,915000000,7,12,-66,-130,10.25,0.000000,0.000000
12:13:45.160 -> 04:13:48,IK,5,-31.977449,115.816292,250000,5,915000000,7,12,-64,-130,10.50,0.000000,0.000000
12:13:46.677 -> 04:13:49,IK,6,-31.977442,115.816299,250000,5,915000000,7,12,-65,-130,10.50,0.000000,0.000000
12:13:48.208 -> 04:13:51,IK,7,-31.977442,115.816299,250000,5,915000000,7,12,-67,-96,10.25,0.000000,0.000000
12:13:49.740 -> 04:13:52,IK,8,-31.977444,115.816292,250000,5,915000000,7,12,-66,-130,10.75,0.000000,0.000000
12:13:51.285 -> 04:13:54,IK,9,-31.977444,115.816292,250000,5,915000000,7,12,-67,-130,10.50,0.000000,0.000000
12:13:52.798 -> 04:13:55,IK,10,-31.977436,115.816299,250000,5,915000000,7,12,-67,-130,10.00,0.000000,0.000000
12:13:54.344 -> 04:13:57,IK,11,-31.977436,115.816299,250000,5,915000000,7,12,-66,-130,10.00,0.000000,0.000000
12:13:55.849 -> 04:13:58,IK,12,-31.977434,115.816299,250000,5,915000000,7,12,-66,-96,10.00,0.000000,0.000000
12:13:57.375 -> 04:14:00,IK,13,-31.977430,115.816299,250000,5,915000000,7,12,-67,-130,10.25,0.000000,0.000000
12:13:58.934 -> 04:14:01,IK,14,-31.977430,115.816299,250000,5,915000000,7,12,-66,-131,10.00,0.000000,0.000000
12:14:00.440 -> 04:14:03,IK,15,-31.977428,115.816299,250000,5,915000000,7,12,-66,-130,10.00,0.000000,0.000000
12:14:01.973 -> 04:14:04,IK,16,-31.977415,115.816299,250000,5,915000000,7,12,-67,-130,9.50,0.000000,0.000000
12:14:03.503 -> 04:14:06,IK,17,-31.977415,115.816299,250000,5,915000000,7,12,-64,-130,9.75,0.000000,0.000000
12:14:05.056 -> 04:14:08,IK,18,-31.977417,115.816299,250000,5,915000000,7,12,-65,-130,9.75,0.000000,0.000000
12:14:06.562 -> 04:14:09,IK,19,-31.977417,115.816299,250000,5,915000000,7,12,-65,-130,10.25,0.000000,0.000000
12:14:08.106 -> 04:14:11,IK,20,-31.977413,115.816299,250000,5,915000000,7,12,-65,-96,9.75,0.000000,0.000000
12:14:09.643 -> 04:14:12,IK,21,-31.977415,115.816299,250000,5,915000000,7,12,-66,-130,10.00,0.000000,0.000000
12:14:11.166 -> 04:14:14,IK,22,-31.977415,115.816299,250000,5,915000000,7,12,-67,-130,10.00,0.000000,0.000000
12:14:12.716 -> 04:14:15,IK,23,-31.977419,115.816299,250000,5,915000000,7,12,-67,-131,10.00,0.000000,0.000000
12:14:14.234 -> 04:14:17,IK,24,-31.977419,115.816299,250000,5,915000000,7,12,-66,-130,9.50,0.000000,0.000000
12:14:15.764 -> 04:14:18,IK,25,-31.977425,115.816299,250000,5,915000000,7,12,-66,-96,9.75,0.000000,0.000000
12:14:17.315 -> 04:14:20,IK,26,-31.977425,115.816299,250000,5,915000000,7,12,-67,-130,10.00,0.000000,0.000000
12:14:18.825 -> 04:14:21,IK,27,-31.977419,115.816299,250000,5,915000000,7,12,-66,-96,10.00,0.000000,0.000000
12:14:20.346 -> 04:14:23,IK,28,-31.977421,115.816299,250000,5,915000000,7,12,-66,-131,10.00,0.000000,0.000000
12:14:21.877 -> 04:14:24,IK,29,-31.977427,115.816299,250000,5,915000000,7,12,-66,-130,10.00,0.000000,0.000000
12:14:23.433 -> 04:14:26,IK,30,-31.977425,115.816299,250000,5,915000000,7,12,-65,-130,10.00,0.000000,0.000000
12:14:24.946 -> 04:14:27,IK,31,-31.977430,115.816299,250000,5,915000000,7,12,-66,-130,10.00,0.000000,0.000000
12:14:26.488 -> 04:14:29,IK,32,-31.977428,115.816299,250000,5,915000000,7,12,-67,-130,9.75,0.000000,0.000000
12:14:28.005 -> 04:14:31,IK,33,-31.977430,115.816299,250000,5,915000000,7,12,-66,-130,10.50,0.000000,0.000000
12:14:29.543 -> 04:14:32,IK,34,-31.977428,115.816299,250000,5,915000000,7,12,-65,-131,10.00,0.000000,0.000000
12:14:31.081 -> 04:14:34,IK,35,-31.977425,115.816307,250000,5,915000000,7,12,-66,-130,10.25,0.000000,0.000000
12:14:32.591 -> 04:14:35,IK,36,-31.977428,115.816307,250000,5,915000000,7,12,-64,-130,10.00,0.000000,0.000000
